,Coverage_rate,NMPIW,Coverage_rate/Width
No_PCGrad,0.9707155227661133,0.12744414806365967,9.653453826904297
PCGrad,0.9587447047233582,0.25399914383888245,3.894777774810791
No_PCGrad,0.9690781831741333,0.3542138934135437,3.0062646865844727
PCGrad,0.9608648419380188,0.07137013226747513,13.982077598571777
No_PCGrad,0.9634037613868713,0.1621111035346985,6.9827165603637695
PCGrad,0.9774591326713562,0.1467347890138626,7.75010347366333
No_PCGrad,0.9609320759773254,0.14288300275802612,7.381941318511963
PCGrad,0.9679508805274963,0.12123482674360275,9.417850494384766
No_PCGrad,0.9676780104637146,0.1542317122220993,7.408781051635742
PCGrad,0.9700860977172852,0.0756157785654068,16.845407485961914
No_PCGrad,0.9693213701248169,0.14296160638332367,8.338177680969238
PCGrad,0.9787527918815613,0.09639796614646912,11.767208099365234
No_PCGrad,0.9620209336280823,0.13882775604724884,7.957846164703369
PCGrad,0.9618458151817322,0.13474111258983612,8.411750793457031
No_PCGrad,0.9738728404045105,0.13410361111164093,9.122875213623047
PCGrad,0.9610923528671265,0.16321085393428802,7.090673446655273
No_PCGrad,0.9638347029685974,0.328049898147583,3.586648464202881
PCGrad,0.9653375744819641,0.1328117400407791,7.607745170593262
No_PCGrad,0.9652196168899536,0.15805548429489136,6.965184211730957
PCGrad,0.9617854356765747,0.10567968338727951,9.800374984741211
