,Coverage_rate,NMPIW,Coverage_rate/Width
No_PCGrad,0.9186083078384399,0.2257918184002241,5.1469807624816895
PCGrad,0.9161027669906616,0.13897579970459145,8.054224967956543
No_PCGrad,0.9219443798065186,0.4040423691272736,2.522533893585205
PCGrad,0.9128182530403137,0.26305348376433063,4.3897013664245605
No_PCGrad,0.9087130427360535,0.273138585438331,3.8637444972991943
PCGrad,0.9169299602508545,0.2552972130477429,5.001098155975342
No_PCGrad,0.9125986099243164,0.21595897860825067,6.872527599334717
PCGrad,0.9198599457740784,0.23649424115816758,5.6216721534729
No_PCGrad,0.9124367237091064,0.5026202653845152,2.027371883392334
PCGrad,0.9088430404663086,0.1839646344383558,7.839224815368652
No_PCGrad,0.9052871465682983,0.23998509993155803,4.513894081115723
PCGrad,0.9198431372642517,0.16935106664896019,10.251872062683105
No_PCGrad,0.9145163297653198,0.3771879419684411,2.9170868396759033
PCGrad,0.9376608729362488,0.23119152002036578,4.845517158508301
No_PCGrad,0.9060409665107727,0.25900351814925676,4.369711875915527
PCGrad,0.9124320149421692,0.16683689852555597,7.0273895263671875
No_PCGrad,0.9083846807479858,0.23503446578979498,4.790388107299805
PCGrad,0.915234386920929,0.20775279315809414,6.081667423248291
No_PCGrad,0.9063524603843689,0.2611366572479408,4.520440101623535
PCGrad,0.9127216339111328,0.23068786362806962,5.945006847381592
