,Coverage_rate,NMPIW,Coverage_rate/Width
No_PCGrad,0.915867269039154,0.6937656299821262,1.3648117780685425
PCGrad,0.9117768406867981,0.7130243159345283,1.3209235668182373
No_PCGrad,0.9161036610603333,0.5989618750139215,1.5764894485473633
PCGrad,0.9254626035690308,0.7147670117602951,1.336513638496399
No_PCGrad,0.9183847904205322,0.6726661463806912,1.4099565744400024
PCGrad,0.9143639802932739,0.6959770931594673,1.3779547214508057
No_PCGrad,0.91966313123703,0.697584308769511,1.3627440929412842
PCGrad,0.9168442487716675,0.6089287826156251,1.574134111404419
No_PCGrad,0.9153243899345398,0.6513314240280239,1.4704618453979492
PCGrad,0.929888129234314,0.6548171398511792,1.4784677028656006
No_PCGrad,0.9165782928466797,0.7278543675311224,1.2915849685668945
PCGrad,0.9168879985809326,0.6109452311563309,1.575870156288147
No_PCGrad,0.9185041189193726,0.6368305124770636,1.478734016418457
PCGrad,0.921103835105896,0.6142904236627265,1.5417940616607666
No_PCGrad,0.9172012209892273,0.6805425929155386,1.3956608772277832
PCGrad,0.9219423532485962,0.570636495662375,1.6840686798095703
No_PCGrad,0.915601372718811,0.606433089551341,1.5596401691436768
PCGrad,0.9531962275505066,0.7300996665068513,1.3467931747436523
No_PCGrad,0.915276050567627,0.6486743139352835,1.4506611824035645
PCGrad,0.9487833380699158,0.7276857655167123,1.3583046197891235
